rank,uid,username,type
1,766347,Upanチョコ,提督
2,11866511,顾筱贱,提督
3,499403795,白-小灰灰,舰长
4,532705928,八木百货社长,舰长
5,3694282,席雨皮皮,舰长
6,9113499,天下の宗一郎,舰长
7,10060958,缥凌,舰长
8,3797081,万般皆命-Inochi,舰长
9,3001757,亞鼎Akanae,舰长
10,337515,Blackの黑土,舰长
11,20029293,参议院的震荡波,舰长
12,1757179,黑猫家的黑咪,舰长
13,31102765,一只普通的土豆片,舰长
14,79138148,宽油彭膨芃,舰长
15,319985534,慕澪萨满,舰长
16,18075705,夜然z,舰长
17,186388,美琴丶,舰长
18,14160235,伊卡呦,舰长
19,561780,理科卷卷卷子,舰长
20,53390742,肆叁该摸了,舰长
21,2592337,活野猪,舰长
22,1833082,方法放寒假,舰长
23,15998465,位面之碎,舰长
24,381741167,炽莨Bryant,舰长
25,12310907,美味的包包,舰长
26,1428441528,阿买official,舰长
27,23985,黒猫サクヤ_月の雫,舰长
28,351667336,只好乱写名字,舰长
29,437880151,狂気のMad_Scientist,舰长
30,2466201,那朵花未绽放,舰长
31,20193099,紫雨傲雪,舰长
32,479612904,无形之名,舰长
33,478193220,冬瓜酱dayo,舰长
34,1581983529,鬼鲨l,舰长
35,8860886,YokiLee17,舰长
36,3546608679520747,がちさん,舰长
37,22977747,很难受的夹子,舰长
38,30071809,瑟克特夫卡爾的攝政,舰长
39,501527627,贺寻study,舰长
40,153861392,燃余の灰烬,舰长
41,355090622,明月柚木_Official,舰长
42,3546666212788515,炽寂,舰长
43,10790971,釘宮家的美少女mellow111,舰长
44,3546745468357073,夜夜凌轩,舰长
45,16883514,大胡子尼酱,舰长
46,10000681,Meka型玉藻电池,舰长
47,388157004,可爱迷人的陆陆,舰长
48,273336527,狮子牙凯,舰长
49,10453971,勿嬜,舰长
50,25132024,无骨鸭掌-boneless,舰长
51,288856898,比企ヶ谷雪乃,舰长
52,16599853,归梦无垠,舰长
53,4120425,イヤホンマン,舰长
54,173522184,今天吃饭团吗,舰长
