rank,uid,username,type
1,766347,Upanチョコ,提督
2,532705928,八木百货社长,提督
3,11866511,顾筱贱,提督
4,3694282,席雨迎新,提督
5,79138148,宽油彭膨芃,提督
6,25132024,无骨鸭掌-boneless,提督
7,499403795,白-小灰灰,舰长
8,3797081,万般皆命-Inochi,舰长
9,10060958,缥凌,舰长
10,3001757,亞鼎Akanae,舰长
11,20029293,参议院的震荡波,舰长
12,31102765,一只普通的土豆片,舰长
13,1757179,黑猫家的黑咪,舰长
14,319985534,幻茉萨满,舰长
15,186388,美琴丶,舰长
16,53390742,肆叁该摸了,舰长
17,561780,理科卷卷卷子,舰长
18,303387,蕾欧诺菈,舰长
19,1833082,方法放寒假,舰长
20,15998465,位面之碎,舰长
21,381741167,炽莨Bryant,舰长
22,1428441528,阿买official,舰长
23,37609310,夜那由多,舰长
24,23985,黒猫サクヤ_月の雫,舰长
25,437880151,狂気のMad_Scientist,舰长
26,8860886,YokiLee17,舰长
27,2466201,那朵花未绽放,舰长
28,479612904,无形之名,舰长
29,478193220,冬瓜酱dayo,舰长
30,1581983529,鬼鲨l,舰长
31,501527627,贺寻study,舰长
32,628815609,参离昴,舰长
33,60022567,GY天使,舰长
34,153861392,燃余の灰烬,舰长
35,22977747,很难受的夹子,舰长
36,768023,提督才是本子王,舰长
37,11230340,店长也是掌柜的,舰长
38,663260967,乂-凛,舰长
39,22952897,老咸苟,舰长
40,3494357927725237,-醉后清风-,舰长
41,299570602,赤焰ノ少魂,舰长
42,88715919,睡教协会,舰长
43,312711,莓绅士_w,舰长
44,50528429,黑池伏世录,舰长
45,37992512,霜雪love1z2x3y,舰长
46,3493090912373030,花见深雪_Miyuki,舰长
47,450028669,煲仔饭咕咕猫,舰长
48,388157004,可爱迷人的陆陆,舰长
49,4120425,イヤホンマン-挤卡版,舰长
50,39554268,AdSparkling,舰长
51,265465301,回忆是迷迭花的花语,舰长
52,23155481,一点荧惑,舰长
53,54659460,秋道南也,舰长
54,91870426,Woods呼呼呼,舰长
55,289111297,超爱看妈咪的小A君,舰长
56,3546672011413567,无墨乌鱼,舰长
57,3494369323649047,Max_DM,舰长
58,335992968,KRLHY,舰长
59,41318811,月觴,舰长
60,291016221,叁月mA7cH_,舰长
