rank,uid,username,type
1,766347,Upanチョコ,总督
2,532705928,八木百货社长,提督
3,10060958,缥凌,提督
4,3694282,席雨迎新,提督
5,186388,美琴丶,提督
6,499403795,白-小灰灰,舰长
7,9113499,天下の宗一郎,舰长
8,3001757,亞鼎Akanae,舰长
9,3797081,万般皆命-,舰长
10,337515,Blackの黑土,舰长
11,492045,飘渺之雲,舰长
12,341979543,万年鸽妖,舰长
13,16341643,角狩猎犬,舰长
14,1757179,黑猫家的黑咪,舰长
15,20029293,参议院的震荡波,舰长
16,23740116,东方的西瓜,舰长
17,3099340,Piero菌,舰长
18,561780,理科卷卷卷子,舰长
19,319985534,慕澪萨满,舰长
20,189808492,碧玺色的赑屃,舰长
21,79138148,宽油彭膨芃,舰长
22,87652821,vaultboymax,舰长
23,298134792,崩坏的栗子_108番,舰长
24,296574,Nz兔子,舰长
25,303387,蕾欧诺菈,舰长
26,477081998,星の梦丶,舰长
27,9372115,乃乃乃乃乃ww,舰长
28,2592337,野猪在渡江,舰长
29,18075705,夜然z,舰长
30,98844,眠鳥春告,舰长
31,348855437,熊君-kimu,舰长
32,60462037,Gouryella2022,舰长
33,221830917,氪氪子OvO,舰长
34,1833082,方法放寒假,舰长
35,15998465,位面之碎,舰长
36,1178470738,八木百货,舰长
37,2089736,巫马白,舰长
38,3806661,冥夜墨雪,舰长
39,53390742,肆叁该摸了,舰长
40,1895012471,蕡实Astre,舰长
41,628815609,参离昴,舰长
42,14078075,狐狸的幻想,舰长
43,21411177,喵喵喵小薇,舰长
44,187055,vincent.,舰长
45,613799,法米通,舰长
46,23985,黒猫サクヤ,舰长
47,413327781,HXD1D-0546,舰长
48,4245221,dhfuvn,舰长
49,1428441528,阿买official,舰长
50,23314626,君子猿鹤,舰长
51,437880151,狂気のMad_Scientist,舰长
52,768023,提督才是本子王,舰长
53,14650166,败树_Official,舰长
54,351667336,只好乱写名字,舰长
55,102469173,冰风飘羽,舰长
56,35451465,熙洋_422,舰长
57,19688511,BUNNYGAMER,舰长
58,3493144620435623,相星澪_Channel,舰长
59,125720,酸菜S,舰长
60,2466201,那朵花未绽放,舰长
61,409792951,紫川ャ,舰长
62,700424407,爱零贰的万星597-,舰长
63,865097,咲夜丶白兰度,舰长
64,204305428,小肥紫还是小肥柴zZ,舰长
65,206212277,sifanbaobao,舰长
66,37751337,小柴批,舰长
67,153861392,燃余の灰烬,舰长
68,7545659,灰化肥_发黑会挥发,舰长
69,1234347993,醉语铃兰笙,舰长
70,2784594,三文鱼今天累得吐泡泡,舰长
71,216635116,燃尽千夜的小羽毛,舰长
72,8730442,心猿归正破天命,舰长
73,291389206,栩面Pasta_有间面馆,舰长
74,2952844,乌啼丶,舰长
75,478193220,冬瓜酱dayo,舰长
76,3494357927725237,醉有清风-,舰长
77,34188791,frysta,舰长
78,1289454295,醒有明月-,舰长
79,3493090912373030,花见深雪_Miyuki,舰长
80,381741167,炽莨Bryant,舰长
81,1924945562,七丘的空中花园,舰长
82,11970914,グレースメリアOfficial,舰长
83,8991735,二零爱喝的舒化奶,舰长
84,678806781,墨笔白图,舰长
85,324235823,浮生若梦-sf,舰长
86,35888329,沐殇千歌,舰长
87,349528549,无血战舰_㓕,舰长
88,1103055429,阿柒琪齐七奇,舰长
89,43837288,DivineBlade,舰长
90,2408280,沉默寡言汇率duang,舰长
91,22977747,很难受的夹子,舰长
92,22952897,老咸苟,舰长
93,12726593,龍蘭雅,舰长
94,12687639,-贺老师-贺切流焰,舰长
95,1444706,登州腊汁黄花菜,舰长
96,1581983529,鬼鲨l,舰长
97,348639497,彼方莲,舰长
98,59701239,孤狼群豺,舰长
99,143535,污妖van,舰长
100,20193099,紫雨傲雪,舰长
101,677871244,孩子想要传家宝,舰长
102,479612904,无形之名,舰长
103,3537115625294088,菜菜山丶莲,舰长
104,16270253,输出百分之一,舰长
105,38593040,-Yuk1no-,舰长
106,12961535,超绝最可爱天使ちやん,舰长
107,24026776,路过被猫咬了的辘轳,舰长
108,14039089,YJFF-图南丶,舰长
109,26032168,道法正性,舰长
110,9366559,upan叫我来上舰-灵凛,舰长
111,8233141,-桦殷-,舰长
112,6685673,upan叫我来上舰-康纳,舰长
113,6189264,Echo丶阎簌,舰长
114,3712689,不会游泳de章鱼,舰长
115,3546380744263888,夜然子,舰长
116,3494357252442916,RO姬_Official,舰长
117,3493281954532182,铃石,舰长
118,30031147,晚香玉牌璃璃璃,舰长
119,296863065,就是刘洋洋鸭,舰长
120,2667026,丨星衍丨,舰长
121,2609958,小丨虎,舰长
122,2357551,氡瓜-RnGourd,舰长
123,13449086,沙茶打打牌,舰长
124,12443864,upan叫我来上舰-悠哥,舰长
125,3358256,upan叫我来上舰-薬桑,舰长
126,14498573,島田源氏_Official,舰长
127,140650247,岚狄9045,舰长
